Ano;Mês;UF;Precipitação Total;Temperatura Média
2019;Novembro;Amapá;203.2;14.06
2019;Dezembro;Amapá;346.4;13.23
2019;Janeiro;Pará;6800.6;21.46
2019;Fevereiro;Pará;7193.8;21.27
2019;Março;Pará;10039.0;21.56
2019;Abril;Pará;9433.8;22.9
2019;Maio;Pará;6229.6;22.47
2019;Junho;Pará;2364.0;23.01
2019;Julho;Pará;1757.0;24.64
2019;Agosto;Pará;1043.4;24.39
2019;Setembro;Pará;1300.6;24.55
2019;Outubro;Pará;2709.8;23.28
2019;Novembro;Pará;2756.2;22.93
2019;Dezembro;Pará;4530.6;24.3
2019;Janeiro;Rondônia;1404.6;25.24
2019;Fevereiro;Rondônia;1470.4;25.45
2019;Março;Rondônia;1346.8;25.82
2019;Abril;Rondônia;950.8;25.77
2019;Maio;Rondônia;230.4;25.65
2019;Junho;Rondônia;19.6;25.86
2019;Julho;Rondônia;1.0;22.22
2019;Agosto;Rondônia;66.2;21.99
2019;Setembro;Rondônia;62.8;19.27
2019;Outubro;Rondônia;445.4;13.42
2019;Novembro;Rondônia;839.8;16.18
2019;Dezembro;Rondônia;914.8;19.25
2019;Janeiro;Roraima;5.0;28.23
2019;Fevereiro;Roraima;0.2;28.75
2019;Março;Roraima;7.0;30.12
2019;Abril;Roraima;13.2;30.05
2019;Maio;Roraima;448.2;26.28
2019;Junho;Roraima;530.0;26.13
2019;Julho;Roraima;419.6;25.9
2019;Agosto;Roraima;295.8;26.17
2019;Setembro;Roraima;127.8;27.52
2019;Outubro;Roraima;50.6;27.87
2019;Novembro;Roraima;218.4;27.92
2019;Dezembro;Roraima;63.0;27.39
2019;Janeiro;Tocantins;2032.2;16.86
2019;Fevereiro;Tocantins;3035.4;19.88
2019;Março;Tocantins;5355.4;24.95
2019;Abril;Tocantins;2992.8;25.18
2019;Maio;Tocantins;1072.6;23.15
2019;Junho;Tocantins;10.4;18.87
2019;Julho;Tocantins;90.2;22.41
2019;Agosto;Tocantins;2.8;22.78
2019;Setembro;Tocantins;419.6;23.11
2019;Outubro;Tocantins;1913.2;24.94
2019;Novembro;Tocantins;2848.4;25.32
2019;Dezembro;Tocantins;2617.4;24.81
2019;Janeiro;Espírito Santo;186.0;26.01
2019;Fevereiro;Espírito Santo;1543.2;26.45
2019;Março;Espírito Santo;1321.0;25.66
2019;Abril;Espírito Santo;776.6;24.65
2019;Maio;Espírito Santo;1344.0;23.15
2019;Junho;Espírito Santo;524.2;21.42
2019;Julho;Espírito Santo;327.2;20.05
2019;Agosto;Espírito Santo;662.6;20.28
2019;Setembro;Espírito Santo;696.8;22.43
2019;Outubro;Espírito Santo;738.6;23.7
2019;Novembro;Espírito Santo;3629.0;22.91
2019;Dezembro;Espírito Santo;1719.0;22.76
2019;Janeiro;Minas Gerais;4062.8;23.38
2019;Fevereiro;Minas Gerais;12571.2;23.0
2019;Março;Minas Gerais;9871.2;23.29
2019;Abril;Minas Gerais;6280.8;23.04
2019;Maio;Minas Gerais;2789.0;21.63
2019;Junho;Minas Gerais;592.2;19.48
2019;Julho;Minas Gerais;425.8;17.7
2019;Agosto;Minas Gerais;722.6;19.51
2019;Setembro;Minas Gerais;2380.2;22.66
2019;Outubro;Minas Gerais;4301.6;23.69
2019;Novembro;Minas Gerais;11471.8;23.46
2019;Dezembro;Minas Gerais;12323.6;23.37
2019;Janeiro;Rio de Janeiro;2660.0;26.12
2019;Fevereiro;Rio de Janeiro;6483.6;24.64
2019;Março;Rio de Janeiro;5905.2;23.67
2019;Abril;Rio de Janeiro;3465.8;23.55
2019;Maio;Rio de Janeiro;3707.6;21.83
2019;Junho;Rio de Janeiro;1058.8;20.16
2019;Julho;Rio de Janeiro;746.8;18.28
2019;Agosto;Rio de Janeiro;1793.2;18.77
2019;Setembro;Rio de Janeiro;2692.8;21.02
2019;Outubro;Rio de Janeiro;1960.6;22.59
2019;Novembro;Rio de Janeiro;4604.4;22.04
2019;Dezembro;Rio de Janeiro;4509.0;22.37
2019;Janeiro;São Paulo;6054.0;24.36
2019;Fevereiro;São Paulo;8842.6;22.08
2019;Março;São Paulo;6784.0;22.57
2019;Abril;São Paulo;4276.2;22.62
2019;Maio;São Paulo;3183.0;20.55
2019;Junho;São Paulo;1243.4;18.37
2019;Julho;São Paulo;1961.2;16.48
2019;Agosto;São Paulo;985.6;17.1
2019;Setembro;São Paulo;2510.8;19.9
2019;Outubro;São Paulo;2585.4;22.54
2019;Novembro;São Paulo;5480.2;22.9
2019;Dezembro;São Paulo;6569.2;21.94
2019;Janeiro;Paraná;4274.6;23.6
2019;Fevereiro;Paraná;4461.6;21.5
2019;Março;Paraná;3250.0;19.94
2019;Abril;Paraná;2754.6;18.63
2019;Maio;Paraná;4169.6;17.68
2019;Junho;Paraná;1241.0;15.72
2019;Julho;Paraná;816.6;13.14
2019;Agosto;Paraná;597.0;15.01
2019;Setembro;Paraná;1500.4;18.27
2019;Outubro;Paraná;2095.2;19.83
2019;Novembro;Paraná;3083.2;20.81
2019;Dezembro;Paraná;4863.0;21.73
2019;Janeiro;Rio Grande do Sul;10280.2;23.79
2019;Fevereiro;Rio Grande do Sul;4571.4;22.01
2019;Março;Rio Grande do Sul;5158.0;19.89
2019;Abril;Rio Grande do Sul;5981.2;18.36
2019;Maio;Rio Grande do Sul;8658.6;15.71
2019;Junho;Rio Grande do Sul;2040.2;16.22
2019;Julho;Rio Grande do Sul;5742.0;12.41
2019;Agosto;Rio Grande do Sul;3544.2;13.5
2019;Setembro;Rio Grande do Sul;3235.4;15.32
2019;Outubro;Rio Grande do Sul;11955.6;18.62
2019;Novembro;Rio Grande do Sul;5579.4;20.56
2019;Dezembro;Rio Grande do Sul;2873.2;22.95
2019;Janeiro;Santa Catarina;4039.2;22.19
2019;Fevereiro;Santa Catarina;4746.4;18.91
2019;Março;Santa Catarina;3134.4;18.44
2019;Abril;Santa Catarina;3162.0;18.12
2019;Maio;Santa Catarina;6497.0;16.32
2019;Junho;Santa Catarina;1079.2;15.79
2019;Julho;Santa Catarina;1626.8;12.18
2019;Agosto;Santa Catarina;720.2;12.83
2019;Setembro;Santa Catarina;1598.6;15.47
2019;Outubro;Santa Catarina;3826.8;18.86
2019;Novembro;Santa Catarina;3603.2;19.53
2019;Dezembro;Santa Catarina;2190.8;19.85
2020;Janeiro;Distrito Federal;1972.2;22.42
2020;Fevereiro;Distrito Federal;1647.8;21.9
2020;Março;Distrito Federal;1656.2;21.16
2020;Abril;Distrito Federal;1075.6;21.58
2020;Maio;Distrito Federal;123.6;19.35
2020;Junho;Distrito Federal;0.0;19.42
2020;Julho;Distrito Federal;0.0;19.32
2020;Agosto;Distrito Federal;0.0;20.14
2020;Setembro;Distrito Federal;158.4;23.48
2020;Outubro;Distrito Federal;777.8;23.35
2020;Novembro;Distrito Federal;874.4;21.45
2020;Dezembro;Distrito Federal;1089.8;22.08
2020;Janeiro;Goiás;6804.2;21.54
2020;Fevereiro;Goiás;7146.2;20.85
2020;Março;Goiás;4598.2;21.86
2020;Abril;Goiás;2677.4;21.43
2020;Maio;Goiás;513.2;18.69
2020;Junho;Goiás;16.2;19.39
2020;Julho;Goiás;0.0;18.28
2020;Agosto;Goiás;1.6;18.26
2020;Setembro;Goiás;274.6;20.3
2020;Outubro;Goiás;2712.4;20.02
2020;Novembro;Goiás;2286.6;18.57
2020;Dezembro;Goiás;4023.8;18.26
2020;Janeiro;Mato Grosso do Sul;5431.2;20.91
2020;Fevereiro;Mato Grosso do Sul;4379.4;20.28
2020;Março;Mato Grosso do Sul;1704.6;18.65
2020;Abril;Mato Grosso do Sul;1775.8;16.22
2020;Maio;Mato Grosso do Sul;2061.2;13.19
2020;Junho;Mato Grosso do Sul;1427.4;13.77
2020;Julho;Mato Grosso do Sul;154.4;12.88
2020;Agosto;Mato Grosso do Sul;1818.0;13.23
2020;Setembro;Mato Grosso do Sul;349.6;14.93
2020;Outubro;Mato Grosso do Sul;2348.6;14.75
2020;Novembro;Mato Grosso do Sul;1345.6;12.9
2020;Dezembro;Mato Grosso do Sul;2783.8;13.68
2020;Janeiro;Mato Grosso;6071.4;24.19
2020;Fevereiro;Mato Grosso;8040.2;23.28
2020;Março;Mato Grosso;5061.8;22.81
2020;Abril;Mato Grosso;2963.2;22.08
2020;Maio;Mato Grosso;1463.6;20.1
2020;Junho;Mato Grosso;41.6;20.24
2020;Julho;Mato Grosso;37.4;18.81
2020;Agosto;Mato Grosso;28.4;17.99
2020;Setembro;Mato Grosso;355.4;16.86
2020;Outubro;Mato Grosso;1771.4;16.35
2020;Novembro;Mato Grosso;1684.2;16.14
2020;Dezembro;Mato Grosso;2772.6;13.6
2020;Janeiro;Alagoas;134.0;23.9
2020;Fevereiro;Alagoas;189.0;23.65
2020;Março;Alagoas;497.8;21.64
2020;Abril;Alagoas;464.2;17.91
2020;Maio;Alagoas;474.4;15.73
2020;Junho;Alagoas;506.4;14.69
2020;Julho;Alagoas;309.8;13.48
2020;Agosto;Alagoas;187.0;13.34
2020;Setembro;Alagoas;55.0;10.04
2020;Outubro;Alagoas;0.0;9.21
2020;Novembro;Alagoas;22.2;10.83
2020;Dezembro;Alagoas;58.0;14.47
2020;Janeiro;Bahia;6095.0;24.49
2020;Fevereiro;Bahia;2355.2;25.01
2020;Março;Bahia;7162.8;23.99
2020;Abril;Bahia;5606.2;23.43
2020;Maio;Bahia;3345.0;21.71
2020;Junho;Bahia;2687.4;20.47
2020;Julho;Bahia;2248.0;19.47
2020;Agosto;Bahia;1926.2;19.16
2020;Setembro;Bahia;867.2;19.87
2020;Outubro;Bahia;1885.2;19.36
2020;Novembro;Bahia;3764.6;17.66
2020;Dezembro;Bahia;499.2;17.22
2020;Janeiro;Ceará;1861.8;22.95
2020;Fevereiro;Ceará;1797.6;20.97
2020;Março;Ceará;2512.8;18.6
2020;Abril;Ceará;1207.0;16.09
2020;Maio;Ceará;712.8;16.24
2020;Junho;Ceará;178.2;15.26
2020;Julho;Ceará;193.4;13.96
2020;Agosto;Ceará;20.2;13.81
2020;Setembro;Ceará;11.2;13.67
2020;Outubro;Ceará;27.4;13.5
2020;Novembro;Ceará;212.6;14.52
2020;Dezembro;Ceará;214.4;14.05
2020;Janeiro;Maranhão;4139.0;23.89
2020;Fevereiro;Maranhão;2640.0;23.62
2020;Março;Maranhão;4328.2;21.5
2020;Abril;Maranhão;3307.4;18.78
2020;Maio;Maranhão;451.6;16.65
2020;Junho;Maranhão;88.4;15.4
2020;Julho;Maranhão;18.2;15.4
2020;Agosto;Maranhão;7.8;16.0
2020;Setembro;Maranhão;38.8;16.73
2020;Outubro;Maranhão;251.4;16.89
2020;Novembro;Maranhão;819.8;15.89
2020;Dezembro;Maranhão;632.6;15.49
2020;Janeiro;Paraíba;323.4;23.32
2020;Fevereiro;Paraíba;612.0;21.0
2020;Março;Paraíba;1804.8;22.55
2020;Abril;Paraíba;1024.2;20.97
2020;Maio;Paraíba;954.8;17.86
2020;Junho;Paraíba;567.2;17.82
2020;Julho;Paraíba;482.2;16.79
2020;Agosto;Paraíba;86.0;17.82
2020;Setembro;Paraíba;153.8;17.98
2020;Outubro;Paraíba;40.6;18.82
2020;Novembro;Paraíba;166.0;18.79
2020;Dezembro;Paraíba;68.0;19.35
2020;Janeiro;Pernambuco;563.0;25.22
2020;Fevereiro;Pernambuco;891.4;24.34
2020;Março;Pernambuco;1997.4;23.95
2020;Abril;Pernambuco;1021.4;23.75
2020;Maio;Pernambuco;803.0;22.32
2020;Junho;Pernambuco;732.0;20.74
2020;Julho;Pernambuco;398.8;20.41
2020;Agosto;Pernambuco;230.4;21.18
2020;Setembro;Pernambuco;134.2;22.52
2020;Outubro;Pernambuco;62.0;23.63
2020;Novembro;Pernambuco;556.4;20.92
2020;Dezembro;Pernambuco;195.2;20.62
2020;Janeiro;Piauí;2580.6;24.0
2020;Fevereiro;Piauí;2638.2;23.96
2020;Março;Piauí;4243.8;22.74
2020;Abril;Piauí;2155.2;21.46
2020;Maio;Piauí;472.4;18.79
2020;Junho;Piauí;194.2;17.79
2020;Julho;Piauí;26.4;16.71
2020;Agosto;Piauí;20.2;15.55
2020;Setembro;Piauí;6.4;16.45
2020;Outubro;Piauí;391.0;14.92
2020;Novembro;Piauí;836.0;12.86
2020;Dezembro;Piauí;346.2;12.66
2020;Janeiro;Rio Grande do Norte;747.0;21.26
2020;Fevereiro;Rio Grande do Norte;994.6;21.21
2020;Março;Rio Grande do Norte;1509.4;20.44
2020;Abril;Rio Grande do Norte;825.6;16.63
2020;Maio;Rio Grande do Norte;530.2;13.56
2020;Junho;Rio Grande do Norte;355.8;11.95
2020;Julho;Rio Grande do Norte;312.4;11.53
2020;Agosto;Rio Grande do Norte;35.4;10.95
2020;Setembro;Rio Grande do Norte;40.4;10.53
2020;Outubro;Rio Grande do Norte;40.2;10.22
2020;Novembro;Rio Grande do Norte;43.6;8.54
2020;Dezembro;Rio Grande do Norte;25.2;6.94
2020;Janeiro;Sergipe;199.6;26.4
2020;Fevereiro;Sergipe;455.0;25.54
2020;Março;Sergipe;710.8;24.52
2020;Abril;Sergipe;621.8;17.28
2020;Maio;Sergipe;564.4;17.2
2020;Junho;Sergipe;640.4;16.73
2020;Julho;Sergipe;202.4;14.76
2020;Agosto;Sergipe;167.4;13.5
2020;Setembro;Sergipe;42.0;13.5
2020;Outubro;Sergipe;30.6;14.76
2020;Novembro;Sergipe;119.4;15.95
2020;Dezembro;Sergipe;13.2;18.8
2020;Janeiro;Acre;1282.8;22.37
2020;Fevereiro;Acre;1281.0;22.01
2020;Março;Acre;1156.2;18.75
2020;Abril;Acre;770.4;17.74
2020;Maio;Acre;312.6;13.11
2020;Junho;Acre;133.0;11.8
2020;Julho;Acre;216.4;10.06
2020;Agosto;Acre;101.0;8.32
2020;Setembro;Acre;359.0;8.85
2020;Outubro;Acre;285.0;7.55
2020;Novembro;Acre;223.6;7.99
2020;Dezembro;Acre;652.2;7.01
2020;Janeiro;Amazonas;2059.4;19.16
2020;Fevereiro;Amazonas;1488.6;16.19
2020;Março;Amazonas;2229.8;15.91
2020;Abril;Amazonas;2322.8;15.58
2020;Maio;Amazonas;2296.8;14.09
2020;Junho;Amazonas;1229.6;13.1
2020;Julho;Amazonas;518.4;11.81
2020;Agosto;Amazonas;370.2;11.21
2020;Setembro;Amazonas;649.6;11.0
2020;Outubro;Amazonas;608.0;9.79
2020;Novembro;Amazonas;1089.4;7.77
2020;Dezembro;Amazonas;1379.4;8.22
2020;Janeiro;Amapá;458.0;12.31
2020;Fevereiro;Amapá;393.2;12.66
2020;Março;Amapá;471.4;13.04
2020;Abril;Amapá;833.8;12.63
2020;Maio;Amapá;594.8;11.22
2020;Junho;Amapá;537.2;13.1
2020;Julho;Amapá;239.0;13.31
2020;Agosto;Amapá;204.6;13.79
2020;Setembro;Amapá;103.6;13.95
2020;Outubro;Amapá;35.6;14.28
2020;Novembro;Amapá;616.4;13.51
2020;Dezembro;Amapá;150.8;13.39
2020;Janeiro;Pará;8239.4;24.48
2020;Fevereiro;Pará;8791.6;23.21
2020;Março;Pará;9162.8;20.97
2020;Abril;Pará;7510.4;21.03
2020;Maio;Pará;4444.4;20.58
2020;Junho;Pará;1520.0;19.77
2020;Julho;Pará;634.0;18.59
2020;Agosto;Pará;509.0;17.15
2020;Setembro;Pará;670.2;16.05
2020;Outubro;Pará;1392.4;12.95
2020;Novembro;Pará;3184.2;11.56
2020;Dezembro;Pará;2520.4;12.95
2020;Janeiro;Rondônia;993.6;19.43
2020;Fevereiro;Rondônia;1173.2;19.16
2020;Março;Rondônia;849.6;19.19
2020;Abril;Rondônia;443.6;19.45
2020;Maio;Rondônia;322.4;17.83
2020;Junho;Rondônia;22.2;13.05
2020;Julho;Rondônia;3.0;13.29
2020;Agosto;Rondônia;3.2;14.21
2020;Setembro;Rondônia;29.0;14.2
2020;Outubro;Rondônia;144.4;13.36
2020;Novembro;Rondônia;237.0;13.44
2020;Dezembro;Rondônia;347.6;12.71
2020;Janeiro;Roraima;7.0;27.87
2020;Fevereiro;Roraima;1.8;28.6
2020;Março;Roraima;5.6;29.73
2020;Abril;Roraima;104.8;28.87
2020;Maio;Roraima;289.4;26.88
2020;Junho;Roraima;379.6;26.04
2020;Julho;Roraima;268.2;22.99
2020;Agosto;Roraima;192.0;26.38
2020;Setembro;Roraima;71.2;14.77
2020;Outubro;Roraima;0.0;0.0
2020;Novembro;Roraima;0.0;0.0
2020;Dezembro;Roraima;1.0;3.48
2020;Janeiro;Tocantins;5639.8;25.47
2020;Fevereiro;Tocantins;4733.2;24.44
2020;Março;Tocantins;5160.2;24.62
2020;Abril;Tocantins;3984.4;25.22
2020;Maio;Tocantins;826.6;23.52
2020;Junho;Tocantins;21.8;20.6
2020;Julho;Tocantins;1.0;19.4
2020;Agosto;Tocantins;7.8;20.08
2020;Setembro;Tocantins;118.2;20.9
2020;Outubro;Tocantins;1397.6;19.53
2020;Novembro;Tocantins;1569.0;17.48
2020;Dezembro;Tocantins;1820.0;15.17
2020;Janeiro;Espírito Santo;3309.6;23.81
2020;Fevereiro;Espírito Santo;1689.6;23.97
2020;Março;Espírito Santo;2230.0;20.65
2020;Abril;Espírito Santo;387.0;16.79
2020;Maio;Espírito Santo;412.4;12.73
2020;Junho;Espírito Santo;379.6;11.45
2020;Julho;Espírito Santo;536.8;10.88
2020;Agosto;Espírito Santo;280.2;11.31
2020;Setembro;Espírito Santo;533.6;19.34
2020;Outubro;Espírito Santo;1742.6;19.0
2020;Novembro;Espírito Santo;889.2;19.1
2020;Dezembro;Espírito Santo;1542.8;20.97
2020;Janeiro;Minas Gerais;20586.4;23.23
2020;Fevereiro;Minas Gerais;17131.8;22.82
2020;Março;Minas Gerais;12583.2;21.26
2020;Abril;Minas Gerais;3496.8;19.78
2020;Maio;Minas Gerais;2366.0;16.85
2020;Junho;Minas Gerais;501.2;16.7
2020;Julho;Minas Gerais;387.6;16.38
2020;Agosto;Minas Gerais;650.6;16.81
2020;Setembro;Minas Gerais;722.4;20.19
2020;Outubro;Minas Gerais;6990.0;21.0
2020;Novembro;Minas Gerais;7806.8;20.1
2020;Dezembro;Minas Gerais;13349.0;21.47
2020;Janeiro;Rio de Janeiro;5195.0;23.15
2020;Fevereiro;Rio de Janeiro;7332.6;22.75
2020;Março;Rio de Janeiro;5283.0;21.25
2020;Abril;Rio de Janeiro;1152.8;19.81
2020;Maio;Rio de Janeiro;2083.2;17.07
2020;Junho;Rio de Janeiro;361.4;17.23
2020;Julho;Rio de Janeiro;762.4;16.94
2020;Agosto;Rio de Janeiro;1275.6;16.62
2020;Setembro;Rio de Janeiro;2076.2;18.43
2020;Outubro;Rio de Janeiro;2623.8;18.04
2020;Novembro;Rio de Janeiro;3654.2;17.4
2020;Dezembro;Rio de Janeiro;5853.6;18.67
2020;Janeiro;São Paulo;8295.4;20.82
2020;Fevereiro;São Paulo;10643.4;20.0
2020;Março;São Paulo;3202.2;20.01
2020;Abril;São Paulo;878.4;18.02
2020;Maio;São Paulo;918.6;14.26
2020;Junho;São Paulo;2084.6;14.28
2020;Julho;São Paulo;299.8;13.37
2020;Agosto;São Paulo;1377.6;12.84
2020;Setembro;São Paulo;483.8;15.51
2020;Outubro;São Paulo;1907.8;15.53
2020;Novembro;São Paulo;1910.0;14.46
2020;Dezembro;São Paulo;4947.6;14.6
2020;Janeiro;Paraná;3586.6;22.0
2020;Fevereiro;Paraná;3019.0;21.38
2020;Março;Paraná;1015.0;21.12
2020;Abril;Paraná;866.8;17.33
2020;Maio;Paraná;2121.4;13.8
2020;Junho;Paraná;3000.8;15.2
2020;Julho;Paraná;733.4;13.98
2020;Agosto;Paraná;2871.6;13.81
2020;Setembro;Paraná;510.0;15.72
2020;Outubro;Paraná;1413.8;14.57
2020;Novembro;Paraná;1496.8;14.48
2020;Dezembro;Paraná;2638.0;13.53
2020;Janeiro;Rio Grande do Sul;6175.2;23.34
2020;Fevereiro;Rio Grande do Sul;2815.6;22.5
2020;Março;Rio Grande do Sul;1452.4;22.93
2020;Abril;Rio Grande do Sul;1973.2;17.98
2020;Maio;Rio Grande do Sul;6424.8;14.47
2020;Junho;Rio Grande do Sul;7646.8;14.0
2020;Julho;Rio Grande do Sul;6641.4;11.27
2020;Agosto;Rio Grande do Sul;3196.0;14.14
2020;Setembro;Rio Grande do Sul;5232.2;14.65
2020;Outubro;Rio Grande do Sul;2469.4;16.43
2020;Novembro;Rio Grande do Sul;2611.6;16.81
2020;Dezembro;Rio Grande do Sul;3855.8;18.36
2020;Janeiro;Santa Catarina;3767.8;20.13
2020;Fevereiro;Santa Catarina;3012.0;18.49
2020;Março;Santa Catarina;1040.4;18.87
2020;Abril;Santa Catarina;1224.2;16.25
2020;Maio;Santa Catarina;1439.6;12.73
2020;Junho;Santa Catarina;3633.8;12.89
2020;Julho;Santa Catarina;2532.8;11.25
2020;Agosto;Santa Catarina;2192.4;12.46
2020;Setembro;Santa Catarina;1900.4;15.55
2020;Outubro;Santa Catarina;1330.8;16.83
2020;Novembro;Santa Catarina;2798.2;16.74
2020;Dezembro;Santa Catarina;4223.8;19.2
2021;Janeiro;Distrito Federal;778.2;21.34
2021;Fevereiro;Distrito Federal;2640.4;20.88
2021;Março;Distrito Federal;539.2;21.71
2021;Abril;Distrito Federal;497.8;21.09
2021;Maio;Distrito Federal;7.0;20.33
2021;Junho;Distrito Federal;88.4;19.72
2021;Julho;Distrito Federal;0.0;18.89
2021;Agosto;Distrito Federal;23.2;21.16
2021;Setembro;Distrito Federal;63.6;24.89
2021;Outubro;Distrito Federal;777.8;22.82
2021;Novembro;Distrito Federal;1187.6;20.93
2021;Dezembro;Distrito Federal;1959.2;21.08
2021;Janeiro;Goiás;3303.0;17.62
2021;Fevereiro;Goiás;5815.8;17.5
2021;Março;Goiás;2211.6;17.77
2021;Abril;Goiás;1523.8;17.34
2021;Maio;Goiás;160.6;16.91
2021;Junho;Goiás;143.4;17.27
2021;Julho;Goiás;0.0;15.37
2021;Agosto;Goiás;19.0;16.75
2021;Setembro;Goiás;448.6;20.5
2021;Outubro;Goiás;3597.4;20.66
2021;Novembro;Goiás;6582.4;23.33
2021;Dezembro;Goiás;6905.4;22.89
2021;Janeiro;Mato Grosso do Sul;5203.6;13.79
2021;Fevereiro;Mato Grosso do Sul;1425.4;13.64
2021;Março;Mato Grosso do Sul;1630.6;12.95
2021;Abril;Mato Grosso do Sul;327.2;11.46
2021;Maio;Mato Grosso do Sul;456.0;9.92
2021;Junho;Mato Grosso do Sul;611.0;8.48
2021;Julho;Mato Grosso do Sul;93.8;7.58
2021;Agosto;Mato Grosso do Sul;279.4;9.34
2021;Setembro;Mato Grosso do Sul;406.0;11.62
2021;Outubro;Mato Grosso do Sul;2398.4;11.09
2021;Novembro;Mato Grosso do Sul;1499.8;11.43
2021;Dezembro;Mato Grosso do Sul;1269.8;10.64
2021;Janeiro;Mato Grosso;1997.2;10.55
2021;Fevereiro;Mato Grosso;2553.0;10.16
2021;Março;Mato Grosso;1643.4;9.37
2021;Abril;Mato Grosso;777.4;8.39
2021;Maio;Mato Grosso;334.4;7.93
2021;Junho;Mato Grosso;43.8;6.92
2021;Julho;Mato Grosso;0.0;6.1
2021;Agosto;Mato Grosso;10.0;5.84
2021;Setembro;Mato Grosso;232.8;5.0
2021;Outubro;Mato Grosso;561.8;4.33
2021;Novembro;Mato Grosso;778.2;3.36
2021;Dezembro;Mato Grosso;428.0;2.79
2021;Janeiro;Alagoas;166.0;14.13
2021;Fevereiro;Alagoas;0.2;14.09
2021;Março;Alagoas;100.6;15.12
2021;Abril;Alagoas;105.2;14.93
2021;Maio;Alagoas;204.4;12.23
2021;Junho;Alagoas;61.4;9.83
2021;Julho;Alagoas;74.0;9.65
2021;Agosto;Alagoas;137.0;9.67
2021;Setembro;Alagoas;148.6;10.41
2021;Outubro;Alagoas;37.2;10.3
2021;Novembro;Alagoas;88.2;10.19
2021;Dezembro;Alagoas;153.6;9.82
2021;Janeiro;Bahia;1496.4;16.26
2021;Fevereiro;Bahia;1664.8;15.2
2021;Março;Bahia;455.6;13.43
2021;Abril;Bahia;2113.4;12.39
2021;Maio;Bahia;680.6;10.92
2021;Junho;Bahia;777.2;9.51
2021;Julho;Bahia;1121.4;8.97
2021;Agosto;Bahia;652.8;8.37
2021;Setembro;Bahia;228.2;10.05
2021;Outubro;Bahia;1860.8;13.92
2021;Novembro;Bahia;5092.6;13.17
2021;Dezembro;Bahia;6949.2;13.58
2021;Janeiro;Ceará;546.8;13.85
2021;Fevereiro;Ceará;915.6;12.89
2021;Março;Ceará;1436.2;11.15
2021;Abril;Ceará;930.2;9.76
2021;Maio;Ceará;529.8;8.35
2021;Junho;Ceará;98.2;8.74
2021;Julho;Ceará;108.4;9.17
2021;Agosto;Ceará;2.8;8.89
2021;Setembro;Ceará;33.8;9.36
2021;Outubro;Ceará;13.8;9.02
2021;Novembro;Ceará;18.4;7.69
2021;Dezembro;Ceará;193.8;9.06
2021;Janeiro;Maranhão;664.4;13.83
2021;Fevereiro;Maranhão;1238.6;12.27
2021;Março;Maranhão;1435.0;11.71
2021;Abril;Maranhão;661.0;11.86
2021;Maio;Maranhão;386.4;10.9
2021;Junho;Maranhão;189.0;9.83
2021;Julho;Maranhão;119.2;9.87
2021;Agosto;Maranhão;35.0;8.8
2021;Setembro;Maranhão;168.4;6.22
2021;Outubro;Maranhão;151.8;5.91
2021;Novembro;Maranhão;267.4;5.48
2021;Dezembro;Maranhão;552.2;5.12
2021;Janeiro;Paraíba;90.6;19.3
2021;Fevereiro;Paraíba;560.8;15.7
2021;Março;Paraíba;424.6;15.52
2021;Abril;Paraíba;472.0;12.46
2021;Maio;Paraíba;635.6;10.63
2021;Junho;Paraíba;93.8;9.95
2021;Julho;Paraíba;182.2;9.51
2021;Agosto;Paraíba;190.8;8.4
2021;Setembro;Paraíba;35.8;9.93
2021;Outubro;Paraíba;42.8;9.5
2021;Novembro;Paraíba;27.8;9.54
2021;Dezembro;Paraíba;378.0;20.84
2021;Janeiro;Pernambuco;245.8;20.1
2021;Fevereiro;Pernambuco;610.0;19.11
2021;Março;Pernambuco;676.2;19.53
2021;Abril;Pernambuco;1109.4;19.07
2021;Maio;Pernambuco;817.4;17.12
2021;Junho;Pernambuco;352.8;17.48
2021;Julho;Pernambuco;463.4;16.07
2021;Agosto;Pernambuco;454.4;15.43
2021;Setembro;Pernambuco;131.0;13.8
2021;Outubro;Pernambuco;180.2;10.81
2021;Novembro;Pernambuco;104.8;9.09
2021;Dezembro;Pernambuco;309.0;6.41
2021;Janeiro;Piauí;638.2;11.77
2021;Fevereiro;Piauí;1697.2;11.8
2021;Março;Piauí;1324.6;11.15
2021;Abril;Piauí;703.6;11.59
2021;Maio;Piauí;529.2;10.37
2021;Junho;Piauí;136.8;9.3
2021;Julho;Piauí;162.8;9.1
2021;Agosto;Piauí;23.0;8.96
2021;Setembro;Piauí;89.6;14.18
2021;Outubro;Piauí;630.0;15.71
2021;Novembro;Piauí;1467.0;13.78
2021;Dezembro;Piauí;2064.4;13.83
2021;Janeiro;Rio Grande do Norte;50.2;7.12
2021;Fevereiro;Rio Grande do Norte;47.2;7.41
2021;Março;Rio Grande do Norte;52.0;6.07
2021;Abril;Rio Grande do Norte;111.4;4.72
2021;Maio;Rio Grande do Norte;243.4;5.64
2021;Junho;Rio Grande do Norte;5.8;7.55
2021;Julho;Rio Grande do Norte;13.6;7.99
2021;Agosto;Rio Grande do Norte;6.0;6.66
2021;Setembro;Rio Grande do Norte;5.6;7.04
2021;Outubro;Rio Grande do Norte;0.2;5.54
2021;Novembro;Rio Grande do Norte;2.0;5.16
2021;Dezembro;Rio Grande do Norte;16.2;4.94
2021;Janeiro;Sergipe;203.8;17.78
